Move Number,Move Name,Move Type,Move Category,Base Power,Accuracy,PP,Target,Priority,Flag: protect,Flag: mirror,Flag: heal,Flag: metronome,Flag: contact,Flag: snatch,Flag: bullet,Flag: distance,Flag: slicing,Flag: wind,Flag: bypasssub,Flag: allyanim,Flag: sound,Flag: dance,Flag: failencore,Flag: nosleeptalk,Flag: noassist,Flag: failcopycat,Flag: failmimic,Flag: failinstruct,Flag: reflectable,Flag: pulse,Flag: failmefirst,Flag: bite,Flag: recharge,Flag: nosketch,Flag: cantusetwice,Flag: nonsky,Flag: charge,Flag: gravity,Flag: punch,Flag: defrost,Flag: powder,Flag: futuremove,Flag: noparentalbond,Flag: pledgecombo,Flag: mustpressure,Secondary: chance,Secondary: boosts,Secondary: volatileStatus,Secondary: onHit,Secondary: self,Secondary: status,Boost: spdef,Boost: atk,Boost: speed,Boost: def,Boost: accuracy,Boost: spatk
833,ragingfury,Fire,Physical,120,100,10,randomNormal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,raindance,Water,Status,0,true,5,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,rapidspin,Normal,Physical,50,100,40,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,[object Object],,,,,,,
75,razorleaf,Grass,Physical,55,95,25,allAdjacentFoes,0,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,razorshell,Water,Physical,75,95,10,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,[object Object],,,,,,,,-1,,
13,razorwind,Normal,Special,80,100,10,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
105,recover,Normal,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,recycle,Normal,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,reflect,Psychic,Status,0,true,20,allySide,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,reflecttype,Normal,Status,0,true,15,normal,0,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,refresh,Normal,Status,0,true,20,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,relicsong,Normal,Special,75,100,10,allAdjacentFoes,0,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,slp,,,,,,
156,rest,Psychic,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,retaliate,Normal,Physical,70,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,return,Normal,Physical,0,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,revelationdance,Normal,Special,90,100,15,normal,0,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,revenge,Fighting,Physical,60,100,10,normal,-4,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,reversal,Fighting,Physical,0,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,revivalblessing,Normal,Status,0,true,1,self,0,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
804,risingvoltage,Electric,Special,70,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,roar,Normal,Status,0,true,20,normal,-6,,1,,1,,,,,,,1,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,roaroftime,Dragon,Special,150,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
350,rockblast,Rock,Physical,25,90,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,rockclimb,Normal,Physical,90,85,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,confusion,,,,,,,,,
397,rockpolish,Rock,Status,0,true,20,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,rockslide,Rock,Physical,75,90,10,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
249,rocksmash,Fighting,Physical,40,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,[object Object],,,,,,,,-1,,
88,rockthrow,Rock,Physical,50,90,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,rocktomb,Rock,Physical,60,95,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
439,rockwrecker,Rock,Physical,150,90,5,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
272,roleplay,Psychic,Status,0,true,10,normal,0,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,rollingkick,Fighting,Physical,60,85,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
205,rollout,Rock,Physical,30,90,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
355,roost,Flying,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,rototiller,Ground,Status,0,true,10,all,0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
496,round,Normal,Special,60,100,15,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,ruination,Dark,Special,0,90,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,sacredfire,Fire,Physical,100,95,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,50,,,,,brn,,,,,,
533,sacredsword,Fighting,Physical,90,100,15,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,safeguard,Normal,Status,0,true,25,allySide,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,saltcure,Rock,Physical,40,100,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,saltcure,,,,,,,,,
28,sandattack,Ground,Status,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,sandsearstorm,Ground,Special,100,80,10,allAdjacentFoes,0,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,brn,,,,,,
201,sandstorm,Rock,Status,0,true,10,all,0,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,sandtomb,Ground,Physical,35,85,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,sappyseed,Grass,Physical,100,90,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,savagespinout,Bug,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,scald,Water,Special,80,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,30,,,,,brn,,,,,,
799,scaleshot,Dragon,Physical,25,90,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,scaryface,Normal,Status,0,100,10,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,scorchingsands,Ground,Special,70,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,30,,,,,brn,,,,,,
10,scratch,Normal,Physical,40,100,35,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,screech,Normal,Status,0,85,40,normal,0,1,1,,1,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,searingshot,Fire,Special,100,100,5,allAdjacent,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,brn,,,,,,
724,searingsunrazesmash,Steel,Physical,200,true,1,normal,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,secretpower,Normal,Physical,70,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
548,secretsword,Fighting,Special,85,100,10,normal,0,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,seedbomb,Grass,Physical,80,100,15,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,seedflare,Grass,Special,120,85,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,[object Object],,,,,-2,,,,,
69,seismictoss,Fighting,Physical,0,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
120,selfdestruct,Normal,Physical,200,100,5,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
247,shadowball,Ghost,Special,80,100,15,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,[object Object],,,,,-1,,,,,
708,shadowbone,Ghost,Physical,85,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,[object Object],,,,,,,,-1,,
421,shadowclaw,Ghost,Physical,70,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,shadowforce,Ghost,Physical,120,100,5,normal,0,,1,,1,1,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
325,shadowpunch,Ghost,Physical,60,true,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
425,shadowsneak,Ghost,Physical,40,100,30,normal,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,sharpen,Normal,Status,0,true,30,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,shatteredpsyche,Psychic,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,shedtail,Normal,Status,0,true,10,self,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,sheercold,Ice,Special,0,30,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,shellsidearm,Poison,Special,90,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,psn,,,,,,
504,shellsmash,Normal,Status,0,true,15,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,shelltrap,Fire,Special,150,100,5,allAdjacentFoes,-3,1,,,,,,,,,,,,,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
842,shelter,Steel,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,shiftgear,Steel,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,shockwave,Electric,Special,60,true,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,shoreup,Ground,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,signalbeam,Bug,Special,75,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,confusion,,,,,,,,,
852,silktrap,Bug,Status,0,true,10,self,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,silverwind,Bug,Special,60,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,[object Object],,,,,,,
493,simplebeam,Normal,Status,0,100,15,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,sing,Normal,Status,0,55,15,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,sinisterarrowraid,Ghost,Physical,180,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,sizzlyslide,Fire,Physical,60,100,20,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,100,,,,,brn,,,,,,
166,sketch,Normal,Status,0,true,1,normal,0,,,,,,,,,,,1,1,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
285,skillswap,Psychic,Status,0,true,10,normal,0,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,skittersmack,Bug,Physical,70,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,,,-1
130,skullbash,Normal,Physical,130,100,10,normal,0,1,1,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
143,skyattack,Flying,Physical,140,90,5,any,0,1,1,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,30,,flinch,,,,,,,,,
507,skydrop,Flying,Physical,60,100,10,any,0,1,1,,1,1,,,1,,,,,,,,1,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
327,skyuppercut,Fighting,Physical,85,90,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
303,slackoff,Normal,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,slam,Normal,Physical,80,75,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
163,slash,Normal,Physical,70,100,20,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,sleeppowder,Grass,Status,0,75,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
214,sleeptalk,Normal,Status,0,true,10,self,0,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,sludge,Poison,Special,65,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,psn,,,,,,
188,sludgebomb,Poison,Special,90,100,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,psn,,,,,,
482,sludgewave,Poison,Special,95,100,10,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,psn,,,,,,
479,smackdown,Rock,Physical,50,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
684,smartstrike,Steel,Physical,70,true,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,smellingsalts,Normal,Physical,70,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,smog,Poison,Special,30,70,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,psn,,,,,,
108,smokescreen,Normal,Status,0,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,snaptrap,Grass,Physical,35,100,15,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,snarl,Dark,Special,55,95,15,allAdjacentFoes,0,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,,,-1
289,snatch,Dark,Status,0,true,10,self,4,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
745,snipeshot,Water,Special,80,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,snore,Normal,Special,50,100,15,normal,0,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
883,snowscape,Ice,Status,0,true,10,all,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,soak,Water,Status,0,100,20,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,softboiled,Normal,Status,0,true,5,self,0,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,solarbeam,Grass,Special,120,100,10,normal,0,1,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
669,solarblade,Grass,Physical,125,100,10,normal,0,1,1,,1,1,,,,1,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
49,sonicboom,Normal,Special,0,90,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,soulstealing7starstrike,Ghost,Physical,195,true,1,normal,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,spacialrend,Dragon,Special,100,95,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,spark,Electric,Physical,65,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
664,sparklingaria,Water,Special,90,100,10,allAdjacent,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,sparklingaria,,,,,,,,,
740,sparklyswirl,Fairy,Special,120,85,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,spectralthief,Ghost,Physical,90,100,10,normal,0,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,speedswap,Psychic,Status,0,true,10,normal,0,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,spicyextract,Grass,Status,0,true,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,spiderweb,Bug,Status,0,true,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,spikecannon,Normal,Physical,20,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,spikes,Ground,Status,0,true,20,foeSide,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,
596,spikyshield,Grass,Status,0,true,10,self,4,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,spinout,Steel,Physical,100,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,spiritbreak,Fairy,Physical,75,100,15,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,,,-1
662,spiritshackle,Ghost,Physical,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,"onHit(target, source, move) {
				if (source.isActive) target.addVolatile('trapped', source, move, 'trapper');
			}",,,,,,,,
255,spitup,Normal,Special,0,100,10,normal,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,spite,Ghost,Status,0,100,10,normal,0,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,splash,Normal,Status,0,true,40,self,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
727,splinteredstormshards,Rock,Physical,190,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,splishysplash,Water,Special,90,100,15,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
147,spore,Grass,Status,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
671,spotlight,Normal,Status,0,true,15,normal,3,1,,,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,springtidestorm,Fairy,Special,100,80,5,allAdjacentFoes,0,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,[object Object],,,,,,-1,,,,
446,stealthrock,Rock,Status,0,true,20,foeSide,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
592,steameruption,Water,Special,110,95,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,30,,,,,brn,,,,,,
537,steamroller,Bug,Physical,65,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,flinch,,,,,,,,,
796,steelbeam,Steel,Special,140,95,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,steelroller,Steel,Physical,130,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,steelwing,Steel,Physical,70,90,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,[object Object],,,,,,,
564,stickyweb,Bug,Status,0,true,20,foeSide,0,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,stockpile,Normal,Status,0,true,20,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,stokedsparksurfer,Electric,Special,175,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,par,,,,,,
23,stomp,Normal,Physical,65,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,30,,flinch,,,,,,,,,
707,stompingtantrum,Ground,Physical,75,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,stoneaxe,Rock,Physical,65,90,15,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,stoneedge,Rock,Physical,100,80,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,storedpower,Psychic,Special,20,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,stormthrow,Fighting,Physical,60,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,strangesteam,Fairy,Special,90,95,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,confusion,,,,,,,,,
70,strength,Normal,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,strengthsap,Grass,Status,0,100,10,normal,0,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,stringshot,Bug,Status,0,95,40,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,struggle,Normal,Physical,50,true,1,randomNormal,0,1,,,,1,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
522,strugglebug,Bug,Special,50,100,20,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,,,-1
747,stuffcheeks,Normal,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,stunspore,Grass,Status,0,75,30,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
66,submission,Fighting,Physical,80,80,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,substitute,Normal,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
650,subzeroslammer,Ice,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,suckerpunch,Dark,Physical,70,100,5,normal,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,sunnyday,Fire,Status,0,true,5,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,sunsteelstrike,Steel,Physical,100,100,5,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
