Pokemon,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13,Move14,Move15,Move16,Move17,Move18,Move19,Move20,Move21,Move22,Move23,Move24,Move25,Move26,Move27,Move28,Move29,Move30,Move31,Move32,Move33,Move34,Move35,Move36,Move37,Move38,Move39,Move40,Move41,Move42,Move43,Move44,Move45,Move46,Move47,Move48,Move49,Move50,Move51,Move52,Move53,Move54,Move55,Move56,Move57,Move58,Move59,Move60,Move61,Move62,Move63,Move64,Move65,Move66,Move67,Move68,Move69,Move70,Move71,Move72,Move73,Move74,Move75,Move76,Move77,Move78,Move79,Move80,Move81,Move82,Move83,Move84,Move85,Move86,Move87,Move88,Move89,Move90,Move91,Move92,Move93,Move94,Move95,Move96,Move97,Move98,Move99,Move100,Move101,Move102,Move103,Move104,Move105,Move106,Move107,Move108,Move109,Move110,Move111,Move112,Move113,Move114,Move115,Move116,Move117,Move118,Move119,Move120,Move121,Move122,Move123,Move124,Move125,Move126,Move127,Move128,Move129,Move130,Move131,Move132,Move133,Move134,Move135,Move136,Move137,Move138,Move139,Move140,Move141,Move142,Move143,Move144,Move145,Move146,Move147,Move148,Move149,Move150,Move151,Move152,Move153,Move154,Move155,Move156,Move157,Move158,Move159,Move160,Move161,Move162,Move163,Move164,Move165,Move166,Move167,Move168,Move169,Move170,Move171,Move172,Move173,Move174,Move175,Move176,Move177,Move178,Move179,Move180,Move181,Move182,Move183,Move184,Move185,Move186,Move187,Move188,Move189,Move190,Move191,Move192,Move193,Move194,Move195,Move196,Move197,Move198,Move199,Move200,Move201,Move202,Move203,Move204,Move205,Move206,Move207,Move208,Move209,Move210,Move211,Move212,Move213,Move214,Move215,Move216,Move217,Move218,Move219,Move220,Move221,Move222,Move223,Move224,Move225,Move226,Move227,Move228,Move229,Move230,Move231,Move232,Move233,Move234,Move235,Move236,Move237,Move238,Move239,Move240,Move241,Move242,Move243,Move244,Move245,Move246,Move247,Move248,Move249,Move250,Move251,Move252,Move253,Move254,Move255,Move256,Move257,Move258
Ekans,Thief,Facade,Venoshock,Torment,Swagger,Payback,Giga Drain,Dark Pulse,Endure,Substitute,Screech,Poison Tail,Rain Dance,Iron Tail,Disable,Sludge Bomb,Poison Jab,Skitter Smack,Spit Up,Spite,Mud Shot,Psychic Fangs,Glare,Rock Slide,Lash Out,Slam,Double Team,Earthquake,Crunch,Rock Tomb,Strength,Toxic Spikes,Switcheroo,Wrap,Knock Off,Coil,Sucker Punch,Poison Fang,Double-Edge,Sunny Day,Stockpile,Dig,Seed Bomb,Rest,Scale Shot,Swallow,Sludge Wave,Belch,Leer,Take Down,Trailblaze,Toxic,Mud-Slap,Acid,Snarl,Sleep Talk,Protect,Beat Up,Poison Sting,Acid Spray,Tera Blast,Haze,Scary Face,Gunk Shot,Fire Fang,Gastro Acid,Bulldoze,Attract,Leech Life,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbok,Facade,Swagger,Dark Pulse,Substitute,Rain Dance,Poison Jab,Skitter Smack,Spite,Psychic Fangs,Rock Slide,Switcheroo,Knock Off,Rest,Snarl,Sleep Talk,Tera Blast,Haze,Fire Fang,Thief,Torment,Venoshock,Dragon Tail,Iron Tail,Sludge Bomb,Spit Up,Mud Shot,Crunch,Toxic Spikes,Sucker Punch,Stockpile,Dig,Swallow,Belch,Thunder Fang,Hyper Beam,Payback,Giga Drain,Screech,Disable,Rock Tomb,Coil,Poison Fang,Scale Shot,Leer,Take Down,Trailblaze,Beat Up,Poison Sting,Scary Face,Ice Fang,Gunk Shot,Gastro Acid,Bulldoze,Attract,Leech Life,Bite,Throat Chop,Giga Impact,Endure,Poison Tail,Body Slam,Glare,Lash Out,Slam,Double Team,Earthquake,Strength,Wrap,Breaking Swipe,Stomping Tantrum,Double-Edge,Sunny Day,Seed Bomb,Sludge Wave,Toxic,Mud-Slap,Pain Split,Acid,Protect,Acid Spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikachu,Thief,Facade,Quick Attack,Calm Mind,Endure,Substitute,Thunder,Iron Tail,Rain Dance,Encore,Play Rough,Alluring Voice,Charge,Tickle,Agility,Body Slam,Helping Hand,Reversal,Electro Ball,Fake Tears,Fake Out,Baby-Doll Eyes,Thunder Shock,Fling,Double Team,Electric Terrain,Spark,Feint,Nasty Plot,Disarming Voice,Focus Punch,Knock Off,Wild Charge,Wish,Reflect,Surf,Upper Hand,Thunder Wave,Rock Smash,Tail Whip,Light Screen,Flail,Endeavor,Present,Dig,Thunderbolt,Rest,Eerie Impulse,Draining Kiss,Trailblaze,Take Down,Electroweb,Play Nice,Sleep Talk,Charm,Swift,Brick Break,Protect,Growl,Tera Blast,Charge Beam,Volt Tackle,Volt Switch,Thunder Punch,Nuzzle,Sweet Kiss,Discharge,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raichu,Facade,Substitute,Rain Dance,Play Rough,Charge,Agility,Electro Ball,Spark,Nasty Plot,Focus Punch,Knock Off,Surf,Psyshock,Present,Rest,Eerie Impulse,Play Nice,Sleep Talk,Growl,Stored Power,Tera Blast,Charge Beam,Volt Switch,Endeavor,Grass Knot,Thief,Focus Blast,Quick Attack,Iron Tail,Tickle,Fake Tears,Fake Out,Baby-Doll Eyes,Disarming Voice,Wild Charge,Reflect,Thunder Wave,Rock Smash,Flail,Dig,Swift,Hyper Beam,Psychic,Psychic Terrain,Thunder,Thunder Shock,Psychic Noise,Skill Swap,Light Screen,Thunderbolt,Draining Kiss,Trailblaze,Take Down,Charm,Volt Tackle,Sweet Kiss,Encore,Giga Impact,Calm Mind,Endure,Alluring Voice,Body Slam,Helping Hand,Reversal,Fling,Double Team,Electric Terrain,Feint,Wish,Upper Hand,Tail Whip,Electroweb,Brick Break,Protect,Thunder Punch,Nuzzle,Discharge,Expanding Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandshrew,Facade,Swagger,Counter,Safeguard,Substitute,Poison Jab,Agility,Curse,Rock Slide,Ice Spinner,Sand Tomb,Focus Punch,Knock Off,Rest,X-Scissor,Slash,Fury Cutter,Sleep Talk,Metal Claw,Tera Blast,Gyro Ball,Fury Swipes,Endeavor,Thief,Super Fang,Iron Tail,Stealth Rock,Iron Defense,Ice Punch,Rapid Spin,Mud Shot,Powder Snow,Earth Power,Sand Attack,Iron Head,Night Slash,Rock Smash,Flail,Swords Dance,Stone Edge,Dig,Rock Climb,Defense Curl,Cut,Swift,Ice Beam,Hone Claws,Scratch,High Horsepower,Avalanche,Rollout,Rock Tomb,Aerial Ace,Mirror Coat,Icy Wind,Take Down,Mist,Poison Sting,Triple Axel,Bulldoze,Attract,Steel Beam,Ice Shard,Amnesia,Leech Life,Throat Chop,Icicle Spear,Low Kick,Endure,Work Up,Smack Down,Crush Claw,Body Slam,Fling,Double Team,Earthquake,Strength,Shadow Claw,Stomping Tantrum,Snowscape,Flash Cannon,Double-Edge,Sunny Day,Blizzard,Scorching Sands,Mud-Slap,Brick Break,Protect,Sandstorm,Spikes,False Swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandslash,Facade,Swagger,Counter,Safeguard,Substitute,Poison Jab,Agility,Curse,Rock Slide,Ice Spinner,Sand Tomb,Focus Punch,Knock Off,Rest,X-Scissor,Slash,Fury Cutter,Sleep Talk,Metal Claw,Tera Blast,Gyro Ball,Fury Swipes,Drill Run,Endeavor,Thief,Focus Blast,Super Fang,Iron Tail,Stealth Rock,Iron Defense,Ice Punch,Rapid Spin,Mud Shot,Powder Snow,Earth Power,Sand Attack,Iron Head,Night Slash,Rock Smash,Flail,Swords Dance,Stone Edge,Dig,Rock Climb,Defense Curl,Cut,Swift,Ice Beam,Hyper Beam,Hone Claws,Scratch,High Horsepower,Avalanche,Rollout,Rock Tomb,Aerial Ace,Icy Wind,Take Down,Mist,Poison Sting,Triple Axel,Gunk Shot,Bulldoze,Attract,Steel Beam,Amnesia,Leech Life,Throat Chop,Icicle Spear,Icicle Crash,Giga Impact,Low Kick,Endure,Work Up,Smack Down,Crush Claw,Body Slam,Fling,Double Team,Earthquake,Strength,Shadow Claw,Stomping Tantrum,Snowscape,Flash Cannon,Double-Edge,Sunny Day,Blizzard,Metal Burst,Scorching Sands,Mud-Slap,Brick Break,Protect,Sandstorm,Spikes,False Swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoran-f,Facade,Thief,Counter,Swagger,Venoshock,Endure,Substitute,Scratch,Poison Tail,Flatter,Water Pulse,Rain Dance,Iron Tail,Thunder,Disable,Sludge Bomb,Poison Jab,Snore,Focus Energy,Body Slam,Helping Hand,Venom Drench,Supersonic,Earth Power,Double Team,Crunch,Strength,Toxic Spikes,Aerial Ace,Shadow Claw,Double Kick,Shock Wave,Poison Fang,Rock Smash,Tail Whip,Sunny Day,Dig,Blizzard,Skull Bash,Thunderbolt,Rest,Take Down,Toxic,Sleep Talk,Charm,Cut,Round,Protect,Growl,Beat Up,Poison Sting,Ice Beam,Attract,Fury Swipes,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidorina,Facade,Thief,Counter,Swagger,Venoshock,Endure,Substitute,Scratch,Poison Tail,Flatter,Water Pulse,Rain Dance,Iron Tail,Thunder,Disable,Sludge Bomb,Poison Jab,Snore,Focus Energy,Body Slam,Helping Hand,Venom Drench,Supersonic,Earth Power,Double Team,Crunch,Strength,Toxic Spikes,Aerial Ace,Shadow Claw,Double Kick,Stomping Tantrum,Shock Wave,Poison Fang,Rock Smash,Tail Whip,Sunny Day,Dig,Blizzard,Skull Bash,Thunderbolt,Rest,Take Down,Toxic,Sleep Talk,Charm,Cut,Round,Protect,Growl,Beat Up,Poison Sting,Ice Beam,Attract,Fury Swipes,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Facade,Swagger,Counter,Hex,Substitute,Rain Dance,Uproar,Poison Jab,Snore,Rock Slide,Sand Tomb,Focus Punch,Surf,Rest,Outrage,Sleep Talk,Mega Kick,Round,Growl,Fury Swipes,Drill Run,Roar,Thief,Torment,Focus Blast,Venoshock,Water Pulse,Iron Tail,Stealth Rock,Sludge Bomb,Focus Energy,Ice Punch,Mud Shot,Earth Power,Crunch,Toxic Spikes,Shadow Ball,Rock Smash,Stone Edge,Dig,Skull Bash,Rock Climb,Cut,Ice Beam,Hyper Beam,Pay Day,Scratch,Thunder,Flatter,Fire Blast,High Horsepower,Avalanche,Disable,Whirlpool,Body Press,Rock Tomb,Aerial Ace,Shock Wave,Poison Fang,Icy Wind,Flamethrower,Superpower,Thunderbolt,Take Down,Charm,Beat Up,Poison Sting,Taunt,Rock Blast,Bulldoze,Attract,Bite,Throat Chop,Giga Impact,Endure,Poison Tail,Body Slam,Helping Hand,Venom Drench,Supersonic,Fling,Double Team,Earthquake,Strength,Dragon Pulse,Shadow Claw,Double Kick,Stomping Tantrum,Tail Whip,Sunny Day,Mega Punch,Blizzard,Sludge Wave,Scorching Sands,Toxic,Brick Break,Protect,Sandstorm,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoran-m,Facade,Thief,Counter,Swagger,Venoshock,Endure,Substitute,Poison Tail,Flatter,Water Pulse,Rain Dance,Iron Tail,Thunder,Disable,Peck,Drill Run,Poison Jab,Sludge Bomb,Snore,Focus Energy,Thrash,Body Slam,Helping Hand,Venom Drench,Supersonic,Horn Drill,Earth Power,Fury Attack,Double Team,Horn Attack,Strength,Toxic Spikes,Shadow Claw,Double Kick,Shock Wave,Sucker Punch,Confusion,Rock Smash,Sunny Day,Dig,Blizzard,Thunderbolt,Rest,Leer,Take Down,Toxic,Smart Strike,Sleep Talk,Cut,Round,Head Smash,Beat Up,Protect,Poison Sting,Ice Beam,Attract,Amnesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidorino,Facade,Thief,Counter,Swagger,Venoshock,Endure,Substitute,Poison Tail,Flatter,Water Pulse,Rain Dance,Iron Tail,Thunder,Disable,Peck,Drill Run,Poison Jab,Sludge Bomb,Snore,Focus Energy,Thrash,Body Slam,Helping Hand,Venom Drench,Supersonic,Horn Drill,Earth Power,Fury Attack,Double Team,Horn Attack,Strength,Toxic Spikes,Shadow Claw,Double Kick,Stomping Tantrum,Shock Wave,Sucker Punch,Confusion,Rock Smash,Sunny Day,Dig,Blizzard,Thunderbolt,Rest,Leer,Take Down,Toxic,Smart Strike,Sleep Talk,Cut,Round,Head Smash,Beat Up,Protect,Poison Sting,Ice Beam,Attract,Amnesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,Facade,Swagger,Counter,Hex,Substitute,Rain Dance,Uproar,Poison Jab,Snore,Rock Slide,Sand Tomb,Focus Punch,Surf,Rest,Outrage,Smart Strike,Sleep Talk,Mega Kick,Round,Head Smash,Drill Run,Roar,Thief,Torment,Focus Blast,Venoshock,Water Pulse,Iron Tail,Stealth Rock,Sludge Bomb,Focus Energy,Ice Punch,Thrash,Mud Shot,Earth Power,Toxic Spikes,Shadow Ball,Sucker Punch,Rock Smash,Megahorn,Stone Edge,Dig,Rock Climb,Cut,Ice Beam,Hyper Beam,Pay Day,Fire Blast,Thunder,Flatter,High Horsepower,Avalanche,Peck,Disable,Whirlpool,Horn Drill,Body Press,Rock Tomb,Shock Wave,Confusion,Icy Wind,Flamethrower,Thunderbolt,Superpower,Leer,Take Down,Beat Up,Poison Sting,Taunt,Rock Blast,Bulldoze,Attract,Amnesia,Throat Chop,Giga Impact,Endure,Poison Tail,Body Slam,Helping Hand,Venom Drench,Supersonic,Fling,Fury Attack,Earthquake,Horn Attack,Double Team,Strength,Dragon Pulse,Shadow Claw,Double Kick,Stomping Tantrum,Mega Punch,Sunny Day,Blizzard,Sludge Wave,Scorching Sands,Toxic,Brick Break,Protect,Sandstorm,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefairy,Facade,Substitute,Imprison,Rain Dance,Hyper Voice,Uproar,Mystical Fire,Play Rough,Night Shade,Psych Up,Tri Attack,Focus Punch,Knock Off,Moonlight,Psyshock,Healing Wish,Trick,Moonblast,Rest,Sleep Talk,Baton Pass,Growl,Stored Power,Tera Blast,Charge Beam,Dual Wingbeat,Drain Punch,Sing,Grass Knot,Endeavor,Thief,Dazzling Gleam,Water Pulse,Iron Tail,Stealth Rock,Magical Leaf,Ice Punch,Fake Tears,Baby-Doll Eyes,Cosmic Power,Pound,Disarming Voice,Reflect,Thunder Wave,Shadow Ball,Rock Smash,Dig,Follow Me,Defense Curl,Swift,Fairy Wind,Ice Beam,Zen Headbutt,Psychic,After You,Fire Blast,Thunder,Copycat,Solar Beam,Skill Swap,Icy Wind,Light Screen,Flamethrower,Thunderbolt,Draining Kiss,Take Down,Charm,Misty Explosion,Sweet Kiss,Encore,Psybeam,Amnesia,Tackle,Chilling Water,Misty Terrain,Calm Mind,Endure,Splash,Meteor Mash,Alluring Voice,Body Slam,Helping Hand,Fling,Metronome,Gravity,Double-Edge,Sunny Day,Blizzard,Life Dew,Meteor Beam,Brick Break,Protect,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clefable,Facade,Substitute,Imprison,Rain Dance,Hyper Voice,Uproar,Mystical Fire,Play Rough,Night Shade,Psych Up,Tri Attack,Focus Punch,Knock Off,Moonlight,Psyshock,Healing Wish,Trick,Moonblast,Rest,Sleep Talk,Baton Pass,Growl,Stored Power,Tera Blast,Charge Beam,Dual Wingbeat,Drain Punch,Sing,Grass Knot,Endeavor,Thief,Focus Blast,Dazzling Gleam,Water Pulse,Iron Tail,Stealth Rock,Magical Leaf,Ice Punch,Fake Tears,Baby-Doll Eyes,Pound,Cosmic Power,Disarming Voice,Reflect,Thunder Wave,Shadow Ball,Rock Smash,Dig,Follow Me,Defense Curl,Swift,Fairy Wind,Ice Beam,Zen Headbutt,Hyper Beam,Psychic,After You,Fire Blast,Thunder,Copycat,Solar Beam,Skill Swap,Icy Wind,Light Screen,Flamethrower,Thunderbolt,Draining Kiss,Take Down,Charm,Misty Explosion,Sweet Kiss,Encore,Psybeam,Amnesia,Tackle,Chilling Water,Giga Impact,Misty Terrain,Calm Mind,Endure,Splash,Meteor Mash,Alluring Voice,Body Slam,Helping Hand,Fling,Metronome,Gravity,Future Sight,Double-Edge,Sunny Day,Blizzard,Life Dew,Meteor Beam,Brick Break,Protect,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vulpix,Facade,Hex,Safeguard,Dark Pulse,Substitute,Imprison,Rain Dance,Mystical Fire,Ominous Wind,Play Rough,Agility,Spite,Flame Wheel,Psych Up,Aurora Beam,Nasty Plot,Foul Play,Will-O-Wisp,Healing Wish,Moonblast,Rest,Snarl,Sleep Talk,Baton Pass,Stored Power,Tera Blast,Weather Ball,Roar,Energy Ball,Dazzling Gleam,Quick Attack,Iron Tail,Ember,Powder Snow,Fake Tears,Baby-Doll Eyes,Disarming Voice,Aurora Veil,Heat Wave,Burning Jealousy,Flail,Flare Blitz,Dig,Freeze-Dry,Incinerate,Swift,Ice Beam,Zen Headbutt,Flame Charge,Overheat,Fire Blast,Disable,Hypnosis,Howl,Fire Spin,Icy Wind,Flamethrower,Draining Kiss,Take Down,Confuse Ray,Charm,Mist,Extrasensory,Ice Fang,Encore,Ice Shard,Icicle Spear,Chilling Water,Misty Terrain,Endure,Body Slam,Helping Hand,Inferno,Memento,Snowscape,Double-Edge,Tail Whip,Sunny Day,Blizzard,Pain Split,Protect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninetales,Facade,Hex,Safeguard,Dark Pulse,Substitute,Imprison,Rain Dance,Mystical Fire,Ominous Wind,Play Rough,Agility,Spite,Night Shade,Flame Wheel,Psych Up,Aurora Beam,Nasty Plot,Foul Play,Will-O-Wisp,Psyshock,Rest,Snarl,Sleep Talk,Baton Pass,Stored Power,Tera Blast,Weather Ball,Roar,Energy Ball,Dazzling Gleam,Quick Attack,Iron Tail,Ember,Powder Snow,Fake Tears,Baby-Doll Eyes,Disarming Voice,Aurora Veil,Shadow Ball,Heat Wave,Burning Jealousy,Flare Blitz,Dig,Freeze-Dry,Incinerate,Swift,Ice Beam,Zen Headbutt,Flame Charge,Hyper Beam,Overheat,Fire Blast,Avalanche,Disable,Solar Beam,Icy Wind,Fire Spin,Flamethrower,Draining Kiss,Take Down,Confuse Ray,Charm,Mist,Extrasensory,Triple Axel,Ice Fang,Encore,Ice Shard,Icicle Spear,Chilling Water,Giga Impact,Misty Terrain,Calm Mind,Endure,Body Slam,Helping Hand,Inferno,Snowscape,Double-Edge,Tail Whip,Sunny Day,Blizzard,Scorching Sands,Pain Split,Protect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jigglypuff,Facade,Swagger,Safeguard,Dark Pulse,Substitute,Perish Song,Rain Dance,Hyper Voice,Uproar,Play Rough,Ice Spinner,Psych Up,Nasty Plot,Focus Punch,Knock Off,Psyshock,Echoed Voice,Present,Rest,Sleep Talk,Round,Baton Pass,Stored Power,Tera Blast,Charge Beam,Mimic,Drain Punch,Gyro Ball,Sing,Grass Knot,Endeavor,Thief,Energy Ball,Dazzling Gleam,Recycle,Water Pulse,Stealth Rock,Magical Leaf,Spit Up,Ice Punch,Fake Tears,Pound,Disarming Voice,Wild Charge,Reflect,Thunder Wave,Shadow Ball,Stockpile,Dig,Swallow,Defense Curl,Swift,Ice Beam,Zen Headbutt,Psychic,Fire Blast,Thunder,Dream Eater,Disable,Copycat,Rollout,Body Press,Psychic Noise,Solar Beam,Skill Swap,Heal Pulse,Shock Wave,Icy Wind,Light Screen,Flamethrower,Covet,Thunderbolt,Last Resort,Draining Kiss,Trailblaze,Take Down,Charm,Taunt,Misty Explosion,Sweet Kiss,Attract,Encore,Amnesia,Chilling Water,Misty Terrain,Calm Mind,Endure,Work Up,Flash,Alluring Voice,Body Slam,Helping Hand,Fling,Double Team,Metronome,Gravity,Strength,Wish,Double-Edge,Sunny Day,Blizzard,Pain Split,Brick Break,Protect,Sandstorm,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wigglytuff,Facade,Swagger,Safeguard,Dark Pulse,Substitute,Perish Song,Rain Dance,Hyper Voice,Uproar,Play Rough,Ice Spinner,Psych Up,Nasty Plot,Focus Punch,Knock Off,Psyshock,Echoed Voice,Present,Rest,Sleep Talk,Round,Baton Pass,Stored Power,Tera Blast,Charge Beam,Mimic,Drain Punch,Gyro Ball,Sing,Grass Knot,Endeavor,Thief,Focus Blast,Energy Ball,Dazzling Gleam,Recycle,Water Pulse,Stealth Rock,Magical Leaf,Spit Up,Ice Punch,Fake Tears,Pound,Disarming Voice,Wild Charge,Reflect,Thunder Wave,Shadow Ball,Stockpile,Dig,Swallow,Defense Curl,Swift,Ice Beam,Zen Headbutt,Hyper Beam,Psychic,Fire Blast,Thunder,Dream Eater,Disable,Copycat,Rollout,Body Press,Psychic Noise,Solar Beam,Skill Swap,Heal Pulse,Shock Wave,Icy Wind,Light Screen,Flamethrower,Covet,Thunderbolt,Last Resort,Draining Kiss,Trailblaze,Take Down,Charm,Taunt,Misty Explosion,Sweet Kiss,Attract,Encore,Amnesia,Chilling Water,Giga Impact,Misty Terrain,Calm Mind,Endure,Work Up,Flash,Alluring Voice,Body Slam,Helping Hand,Fling,Double Team,Metronome,Gravity,Strength,Wish,Double-Edge,Sunny Day,Blizzard,Pain Split,Brick Break,Protect,Sandstorm,Thunder Punch,Fire Punch,Expanding Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
